Chriodorus	Hemiramphidae	Beloniformes	Teleostei
Cryptopsaras	Ceratiidae	Lophiiformes	Teleostei
Austrolebias	Rivulidae	Cyprinodontiformes	Teleostei
Variola	Epinephelidae	Perciformes/Serranoidei	Teleostei
Allenbatrachus	Batrachoididae	Batrachoidiformes	Teleostei
Odontognathus	Pristigasteridae	Clupeiformes	Teleostei
Fontitrygon	Dasyatidae	Myliobatiformes	Elasmobranchii
Dinematichthys	Dinematichthyidae	Ophidiiformes	Teleostei
Plagopterus	Leuciscidae	Cypriniformes	Teleostei
Parascyllium	Parascylliidae	Orectolobiformes	Elasmobranchii
Clupanodon	Dorosomatidae	Clupeiformes	Teleostei
Orbiraja	Rajidae	Rajiformes	Elasmobranchii
Chiloscyllium	Hemiscylliidae	Orectolobiformes	Elasmobranchii
Millerigobius	Gobiidae	Gobiiformes	Teleostei
Agrostichthys	Regalecidae	Lampriformes	Teleostei
Aetobatus	Aetobatidae	Myliobatiformes	Elasmobranchii
Labracoglossa	Scorpididae	Centrarchiformes	Teleostei
Brachyistius	Embiotocidae	Ovalentaria/misc	Teleostei
Petilipinnis	Sciaenidae	Eupercaria/misc	Teleostei
Leporacanthicus	Loricariidae	Siluriformes	Teleostei
Chaenogobius	Gobiidae	Gobiiformes	Teleostei
Macroramphosus	Centriscidae	Syngnathiformes	Teleostei
Coryogalops	Gobiidae	Gobiiformes	Teleostei
Mareca	Anatidae	Anseriformes	Aves
Cirrhigaleus	Squalidae	Squaliformes	Elasmobranchii
Diplecogaster	Gobiesocidae	Gobiesociformes	Teleostei
Notolychnus	Myctophidae	Myctophiformes	Teleostei
Pterodroma	Procellariidae	Procellariiformes	Aves
Myersina	Gobiidae	Gobiiformes	Teleostei
Vanacampus	Syngnathidae	Syngnathiformes	Teleostei
Glaucosoma	Glaucosomatidae	Acropomatiformes	Teleostei
Strongylura	Belonidae	Beloniformes	Teleostei
Pteropsaron	Hemerocoetidae	Acropomatiformes	Teleostei
Anomalochromis	Cichlidae	Cichliformes	Teleostei
Alle	Alcidae	Charadriiformes	Aves
Nandopsis	Cichlidae	Cichliformes	Teleostei
Stalix	Opistognathidae	Ovalentaria/misc	Teleostei
Notoclinus	Tripterygiidae	Blenniiformes	Teleostei
Photostomias	Stomiidae	Stomiiformes	Teleostei
Ryukyupercis	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Pseudotropheus	Cichlidae	Cichliformes	Teleostei
Alepidomus	Atherinidae	Atheriniformes	Teleostei
Simipercis	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Prionurus	Acanthuridae	Acanthuriformes	Teleostei
Lesueurina	Leptoscopidae	Acropomatiformes	Teleostei
Neoraja	Rajidae	Rajiformes	Elasmobranchii
Petroleuciscus	Leuciscidae	Cypriniformes	Teleostei
Vieja	Cichlidae	Cichliformes	Teleostei
Stenobrachius	Myctophidae	Myctophiformes	Teleostei
Paradoxodacna	Ambassidae	Ovalentaria/misc	Teleostei
Iriatherina	Melanotaeniidae	Atheriniformes	Teleostei
Odontaspis	Odontaspididae	Lamniformes	Elasmobranchii
Phaethon	Phaethontidae	Pelecaniformes	Aves
Leptocephalus	Ophichthidae	Anguilliformes	Teleostei
Macronectes	Procellariidae	Procellariiformes	Aves
Gobiodon	Gobiidae	Gobiiformes	Teleostei
Bajacalifornia	Alepocephalidae	Alepocephaliformes	Teleostei
Menidia	Atherinopsidae	Atheriniformes	Teleostei
Zosterisessor	Gobiidae	Gobiiformes	Teleostei
Percalates	Percalatidae	Centrarchiformes	Teleostei
Dentiraja	Rajidae	Rajiformes	Elasmobranchii
Nomorhamphus	Zenarchopteridae	Beloniformes	Teleostei
Thamnaconus	Monacanthidae	Tetraodontiformes	Teleostei
Steindachneria	Steindachneriidae	Gadiformes	Teleostei
Sarpa	Sparidae	Eupercaria/misc	Teleostei
Spilornis	Accipitridae	Falconiformes	Aves
Burhinus	Burhinidae	Charadriiformes	Aves
Alloblennius	Blenniidae	Blenniiformes	Teleostei
Sticharium	Clinidae	Blenniiformes	Teleostei
Photolateralis	Leiognathidae	Acanthuriformes	Teleostei
Opisthopterus	Pristigasteridae	Clupeiformes	Teleostei
Otophidium	Ophidiidae	Ophidiiformes	Teleostei
Vanderhorstia	Gobiidae	Gobiiformes	Teleostei
Psilodraco	Bathydraconidae	Perciformes/Notothenioidei	Teleostei
Notolabrus	Labridae	Eupercaria/misc	Teleostei
Eumecichthys	Lophotidae	Lampriformes	Teleostei
Chaetodipterus	Ephippidae	Acanthuriformes	Teleostei
Poblana	Atherinopsidae	Atheriniformes	Teleostei
Artediellus	Cottidae	Perciformes/Cottoidei	Teleostei
Kopua	Gobiesocidae	Gobiesociformes	Teleostei
Platycaranx	Carangidae	Carangiformes	Teleostei
Neonesthes	Stomiidae	Stomiiformes	Teleostei
Homostolus	Ophidiidae	Ophidiiformes	Teleostei
Salarias	Blenniidae	Blenniiformes	Teleostei
Parachelon	Mugilidae	Mugiliformes	Teleostei
Rondeletia	Rondeletiidae	Beryciformes	Teleostei
Adelotremus	Blenniidae	Blenniiformes	Teleostei
Acipenser	Acipenseridae	Acipenseriformes	Chondrostei
Lethrinops	Cichlidae	Cichliformes	Teleostei
Bathypterois	Ipnopidae	Aulopiformes	Teleostei
Sparisoma	Scaridae	Eupercaria/misc	Teleostei
Haplochromis	Cichlidae	Cichliformes	Teleostei
Chlamydogobius	Gobiidae	Gobiiformes	Teleostei
Hemiglyphidodon	Pomacentridae	Ovalentaria/misc	Teleostei
Pseudotriakis	Pseudotriakidae	Carcharhiniformes	Elasmobranchii
Canthigaster	Tetraodontidae	Tetraodontiformes	Teleostei
Acanthogobius	Gobiidae	Gobiiformes	Teleostei
Pseudolais	Pangasiidae	Siluriformes	Teleostei
Phallocottus	Cottidae	Perciformes/Cottoidei	Teleostei
Tristramella	Cichlidae	Cichliformes	Teleostei
Protochondrostoma	Leuciscidae	Cypriniformes	Teleostei
Koumansetta	Gobiidae	Gobiiformes	Teleostei
Retropinna	Retropinnidae	Osmeriformes	Teleostei
Daysciaena	Sciaenidae	Eupercaria/misc	Teleostei
Kaiwarinus	Carangidae	Carangiformes	Teleostei
Solegnathus	Syngnathidae	Syngnathiformes	Teleostei
Sigmistes	Cottidae	Perciformes/Cottoidei	Teleostei
Gobionotothen	Nototheniidae	Perciformes/Notothenioidei	Teleostei
Otothyropsis	Loricariidae	Siluriformes	Teleostei
Richardsonius	Leuciscidae	Cypriniformes	Teleostei
Melanonus	Melanonidae	Gadiformes	Teleostei
Bregmaceros	Bregmacerotidae	Gadiformes	Teleostei
Cyathopharynx	Cichlidae	Cichliformes	Teleostei
Sphagemacrurus	Macrouridae	Gadiformes	Teleostei
Porichthys	Batrachoididae	Batrachoidiformes	Teleostei
Paracottus	Cottidae	Perciformes/Cottoidei	Teleostei
Lobochilotes	Cichlidae	Cichliformes	Teleostei
Ceratias	Ceratiidae	Lophiiformes	Teleostei
Thalassophryne	Batrachoididae	Batrachoidiformes	Teleostei
Lepidogalaxias	Lepidogalaxiidae	Lepidogalaxiiformes	Teleostei
Elops	Elopidae	Elopiformes	Teleostei
Carlarius	Ariidae	Siluriformes	Teleostei
Sympterygia	Arhynchobatidae	Rajiformes	Elasmobranchii
Laeops	Bothidae	Pleuronectiformes	Teleostei
Pomachromis	Pomacentridae	Ovalentaria/misc	Teleostei
Muraenichthys	Ophichthidae	Anguilliformes	Teleostei
Necrosyrtes	Accipitridae	Falconiformes	Aves
Mene	Menidae	Carangaria/misc	Teleostei
Himantura	Dasyatidae	Myliobatiformes	Elasmobranchii
Mulloidichthys	Mullidae	Mulliformes	Teleostei
Foetorepus	Callionymidae	Callionymiformes	Teleostei
Gymnesigobius	Gobiidae	Gobiiformes	Teleostei
Aequidens	Cichlidae	Cichliformes	Teleostei
Lentipes	Gobiidae	Gobiiformes	Teleostei
Ichthyaetus	Laridae	Charadriiformes	Aves
Halichoerus	Phocidae	Carnivora	Mammalia
Knipowitschia	Gobiidae	Gobiiformes	Teleostei
Mirogrex	Leuciscidae	Cypriniformes	Teleostei
Hydrurga	Phocidae	Carnivora	Mammalia
Kyonemichthys	Syngnathidae	Syngnathiformes	Teleostei
Symphorus	Lutjanidae	Eupercaria/misc	Teleostei
Pseudorca	Delphinidae	Cetartiodactyla	Mammalia
Trinectes	Achiridae	Pleuronectiformes	Teleostei
Oxycercichthys	Pseudochromidae	Ovalentaria/misc	Teleostei
Nematistius	Nematistiidae	Carangiformes	Teleostei
Rhonciscus	Haemulidae	Eupercaria/misc	Teleostei
Kuhlia	Kuhliidae	Centrarchiformes	Teleostei
Planiliza	Mugilidae	Mugiliformes	Teleostei
Culaea	Gasterosteidae	Perciformes/Gasterosteoidei	Teleostei
Bolinichthys	Myctophidae	Myctophiformes	Teleostei
Ogilbia	Dinematichthyidae	Ophidiiformes	Teleostei
Tautoga	Labridae	Eupercaria/misc	Teleostei
Atherinomorus	Atherinidae	Atheriniformes	Teleostei
Chilomycterus	Diodontidae	Tetraodontiformes	Teleostei
Ectreposebastes	Setarchidae	Perciformes/Scorpaenoidei	Teleostei
Xenodexia	Poeciliidae	Cyprinodontiformes	Teleostei
Azurina	Pomacentridae	Ovalentaria/misc	Teleostei
Atlantoraja	Arhynchobatidae	Rajiformes	Elasmobranchii
Zameus	Somniosidae	Squaliformes	Elasmobranchii
Coryphopterus	Gobiidae	Gobiiformes	Teleostei
Neosynchiropus	Callionymidae	Callionymiformes	Teleostei
Retroculus	Cichlidae	Cichliformes	Teleostei
Tomocichla	Cichlidae	Cichliformes	Teleostei
Mccoskerichthys	Chaenopsidae	Blenniiformes	Teleostei
Anoplocapros	Aracanidae	Tetraodontiformes	Teleostei
Ophisternon	Synbranchidae	Synbranchiformes	Teleostei
Masturus	Molidae	Tetraodontiformes	Teleostei
Percis	Agonidae	Perciformes/Cottoidei	Teleostei
Pagodroma	Procellariidae	Procellariiformes	Aves
Helicolenus	Sebastidae	Perciformes/Scorpaenoidei	Teleostei
Labropsis	Labridae	Eupercaria/misc	Teleostei
Callionymus	Callionymidae	Callionymiformes	Teleostei
Brochiloricaria	Loricariidae	Siluriformes	Teleostei
Tetractenos	Tetraodontidae	Tetraodontiformes	Teleostei
Hypoptopoma	Loricariidae	Siluriformes	Teleostei
Ekemblemaria	Chaenopsidae	Blenniiformes	Teleostei
Larimichthys	Sciaenidae	Eupercaria/misc	Teleostei
