OG101.hifi.240206.v3mitohifi_p	548269
OG105.hifi.231027.v3mitohifi_p	166262
OG10.hic.230912.v177getorg	396789
OG10.hifi.230209.v3mitohifi__p	396789
OG113.hic.240522.v177getorg	1329242
OG113.hifi.231027.v3mitohifi_p	1329242
OG114.hifi.240116.v3mitohifi_a	1230797
OG11.hic.240207.v177getorg	396798
OG11.hifi.230825.v3mitohifi_pt	396798
OG12.hic.240509.v177getorg	232192
OG12.hifi.230512.v3mitohifi__p	232192
OG13.hic.240423.v177getorg	443703
OG13.hifi.230209.v3mitohifi__p	443703
OG14.hic.240207.v177getorg	182658
OG14.hifi.230209.v3mitohifi__p	182658
OG15.hic.240207.v177getorg	264210
OG15.hifi.230413.v3mitohifi__p	264210
OG15.ilmn.230620.v177getorg_82	264210
OG179.ilmn.230814.v177getorg_9	13537
OG180.ilmn.230814.v177getorg_3	218798
OG181.ilmn.230814.v177getorg_7	8227
OG182.ilmn.230814.v177getorg_4	70446
OG183.ilmn.230814.v177getorg_2	248142
OG184.ilmn.230814.v177getorg_4	13676
OG185.ilmn.230814.v177getorg_1	13353
OG186.ilmn.230814.v177getorg_9	320457
OG187.ilmn.230814.v177getorg_1	29150
OG188.ilmn.230814.v177getorg_1	8236
OG190.ilmn.230814.v177getorg_4	248136
OG191.ilmn.230814.v177getorg_6	372805
OG1.hic.240405.v177getorg	260525
OG1.hifi.230525.v3mitohifi__pt	260525
OG206.ilmn.230607.v177getorg_1	7819
OG207.ilmn.230607.v177getorg_8	7819
OG208.ilmn.230607.v177getorg_3	7819
OG209.ilmn.230607.v177getorg_1	7819
OG210.ilmn.230607.v177getorg_4	7819
OG211.ilmn.230607.v177getorg_9	7819
OG212.ilmn.230607.v177getorg_9	7819
OG213.ilmn.230607.v177getorg_1	7819
OG214.ilmn.230607.v177getorg_1	7819
OG215.ilmn.230607.v177getorg_9	7819
OG216.ilmn.230607.v177getorg_5	7819
OG217.ilmn.230607.v177getorg_9	7819
OG218.ilmn.230607.v177getorg_8	7819
OG219.ilmn.230607.v177getorg_5	7819
OG220.ilmn.230607.v177getorg_8	7819
OG221.ilmn.230607.v177getorg_1	7819
OG222.ilmn.230607.v177getorg_9	7819
OG223.ilmn.230607.v177getorg_9	7819
OG224.ilmn.230607.v177getorg_6	7819
OG225.ilmn.230607.v177getorg_6	7819
OG226.ilmn.230607.v177getorg_9	7819
OG228.ilmn.230324.v177getorg_1	7754
OG242.ilmn.230324.v177getorg_2	241325
OG243.ilmn.230324.v177getorg_2	241325
OG244.ilmn.230324.v177getorg_9	75034
OG246.ilmn.230324.v177getorg_2	1219347
OG248.ilmn.230324.v177getorg_5	2609487
OG249.ilmn.230324.v177getorg	1399764
OG250.ilmn.230324.v177getorg_4	119694
OG251.ilmn.230324.v177getorg_6	109683
OG252.ilmn.230324.v177getorg_7	1579767
OG254.ilmn.230324.v177getorg_s	1550413
OG256.ilmn.230324.v177getorg_2	241303
OG257.ilmn.230324.v177getorg_9	315409
OG258.ilmn.230324.v177getorg_5	182653
OG25.ilmn.230814.v177getorg_13	274464
OG260.ilmn.230419.v177getorg_s	160702
OG261.ilmn.230419.v177getorg_s	1743393
OG262.ilmn.230419.v177getorg_1	1329242
OG263.ilmn.230419.v177getorg_1	349311
OG264.ilmn.221209.v177getorg_9	215367
OG265.ilmn.230419.v177getorg_6	293821
OG266.ilmn.230419.v177getorg_1	327943
OG267.ilmn.230419.v177getorg_1	626242
OG268.ilmn.230419.v177getorg_5	323803
OG270.ilmn.221003.v177getorg_5	1508077
OG271.ilmn.230419.v177getorg_1	274718
OG272.ilmn.230419.v177getorg_3	159454
OG273.ilmn.230419.v177getorg_7	13603
OG274.ilmn.230419.v177getorg_1	348050
OG275.ilmn.230419.v177getorg_3	204814
OG276.ilmn.230419.v177getorg_9	229057
OG277.ilmn.230419.v177getorg_3	81364
OG278.ilmn.230419.v177getorg_4	548263
OG279.ilmn.221003.v177getorg_5	182651
OG27.hifi.230512.v3mitohifi__p	7793
OG27.ilmn.230620.v177getorg_sc	7793
OG280.ilmn.230419.v177getorg_3	490265
OG281.ilmn.230419.v177getorg_6	1230797
OG282.ilmn.221003.v177getorg_4	1267419
OG283.ilmn.221003.v177getorg_3	211835
OG284.ilmn.221003.v177getorg_4	218797
OG285.ilmn.221003.v177getorg_6	232192
OG286.ilmn.230419.v177getorg_1	334880
OG287.ilmn.230419.v177getorg_7	57842
OG289.ilmn.230419.v177getorg	270567
OG28.hifi.230811.v3mitohifi_pt	7793
OG290.ilmn.230419.v177getorg_3	497288
OG291.ilmn.230419.v177getorg_7	497288
OG292.ilmn.230419.v177getorg_8	1811513
OG293.ilmn.230419.v177getorg_8	112728
OG294.ilmn.221003.v177getorg_9	398258
OG295.ilmn.221003.v177getorg_2	106585
OG296.ilmn.221003.v177getorg_1	443712
OG297.ilmn.221003.v177getorg_1	264210
OG299.ilmn.230419.v177getorg_2	443724
OG2.hic.240405.v177getorg	396785
OG2.hifi.230413.v3mitohifi__pt	396785
OG300.ilmn.230324.v177getorg_3	182658
OG301.ilmn.221115.v177getorg_7	238053
OG302.ilmn.221115.v177getorg_4	586769
OG305.ilmn.221115.v177getorg_9	2609488
OG306.ilmn.221123.v177getorg_4	181461
OG307.ilmn.221115.v177getorg_4	166262
OG309.ilmn.221123.v177getorg_1	91742
OG30.ilmn.230814.v177getorg_47	46612
OG310.ilmn.221123.v177getorg_6	1003703
OG311.ilmn.221123.v177getorg_2	241271
OG312.ilmn.221123.v177getorg_7	126671
OG314.ilmn.230419.v177getorg_2	997968
OG315.ilmn.221115.v177getorg_9	75562
OG316.ilmn.221115.v177getorg_s	34814
OG317.ilmn.230419.v177getorg_6	80949
OG318.ilmn.230419.v177getorg_5	50790
OG320.ilmn.230419.v177getorg_2	624848
OG321.ilmn.230419.v177getorg_s	327796
OG322.ilmn.230419.v177getorg_8	188114
OG323.ilmn.221003.v177getorg_4	182655
OG325.ilmn.221003.v177getorg_1	273455
OG327.ilmn.230324.v177getorg_3	119720
OG329.ilmn.230419.v177getorg_1	334922
OG331.ilmn.221115.v177getorg_4	335060
OG333.ilmn.230419.v177getorg_2	247624
OG34.ilmn.230620.v177getorg_88	8245
OG351.ilmn.221003.v177getorg_5	1874220
OG352.ilmn.221003.v177getorg_3	490265
OG35.hic.240207.v177getorg	3231499
OG35.hifi.231027.v3mitohifi	3231499
OG35.ilmn.230620.v177getorg	3231499
OG362.ilmn.230324.v177getorg_5	392923
OG363.ilmn.230607.v177getorg_1	392923
OG364.ilmn.230324.v177getorg_3	392923
OG366.ilmn.230324.v177getorg_7	334904
OG367.ilmn.230324.v177getorg_1	1982618
OG369.ilmn.221003.v177getorg_3	396798
OG36.hic.240207.v177getorg	3127111
OG36.hifi.230724.v3mitohifi_pt	3127111
OG36.ilmn.230620.v177getorg_81	3127111
OG370.ilmn.230324.v177getorg_1	390361
